destination_port,flow_duration,total_fwd_packets,total_backward_packets,total_length_of_fwd_packets,total_length_of_bwd_packets,fwd_packet_length_max,fwd_packet_length_min,fwd_packet_length_mean,fwd_packet_length_std,bwd_packet_length_max,bwd_packet_length_min,bwd_packet_length_mean,bwd_packet_length_std,flow_bytes_s,flow_packets_s,flow_iat_mean,flow_iat_std,flow_iat_max,flow_iat_min,fwd_iat_total,fwd_iat_mean,fwd_iat_std,fwd_iat_max,fwd_iat_min,bwd_iat_total,bwd_iat_mean,bwd_iat_std,bwd_iat_max,bwd_iat_min,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fwd_header_length,bwd_header_length,fwd_packets_s,bwd_packets_s,min_packet_length,max_packet_length,packet_length_mean,packet_length_std,packet_length_variance,fin_flag_count,syn_flag_count,rst_flag_count,psh_flag_count,ack_flag_count,urg_flag_count,cwe_flag_count,ece_flag_count,down_up_ratio,average_packet_size,avg_fwd_segment_size,avg_bwd_segment_size,fwd_header_length.1,fwd_avg_bytes_bulk,fwd_avg_packets_bulk,fwd_avg_bulk_rate,bwd_avg_bytes_bulk,bwd_avg_packets_bulk,bwd_avg_bulk_rate,subflow_fwd_packets,subflow_fwd_bytes,subflow_bwd_packets,subflow_bwd_bytes,init_win_bytes_forward,init_win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,active_mean,active_std,active_max,active_min,idle_mean,idle_std,idle_max,idle_min
53,30993,2,2,66,386,33,33,33.0,0.0,193,193,193.0,0.0,14583.93831,129.061401,10331.0,17850.52798,30943,4,46,46.0,0.0,46,46,4,4.0,0.0,4,4,0,0,0,0,64,40,64.53070048,64.53070048,33,193,97.0,87.6356092,7680.0,0,0,0,0,0,0,0,0,1,121.25,33.0,193.0,64,0,0,0,0,0,0,2,66,2,386,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
443,24202836,11,9,905,4145,601,0,82.27272727,182.8398703,1448,0,460.5555556,619.1997075,208.6532339,0.826349441,1273833.474,3193123.02,10000000,6,24200000,2420283.6,4179119.922,10100000,218,20300000,2534480.25,4639831.154,10100000,49,0,0,0,0,360,296,0.454492193,0.371857248,0,1448,240.4761905,456.652233,208531.2619,0,0,0,1,0,0,0,0,0,252.5,82.27272727,460.5555556,360,0,0,0,0,0,0,11,905,9,4145,29200,114,3,32,155113.0,148167.1549,259883,50343,9982844.5,32305.58751,10000000,9960001
63046,89,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,22471.91011,89.0,0.0,89,89,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,11235.95506,11235.95506,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,57,33304,0,32,0.0,0.0,0,0,0.0,0.0,0,0
53,60512,1,1,64,117,64,64,64.0,0.0,117,117,117.0,0.0,2991.142253,33.05129561,60512.0,0.0,60512,60512,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,16.52564781,16.52564781,64,117,81.66666667,30.59956427,936.3333333,0,0,0,0,0,0,0,0,1,122.5,64.0,117.0,20,0,0,0,0,0,0,1,64,1,117,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
53,157,2,2,80,112,40,40,40.0,0.0,56,56,56.0,0.0,1222929.936,25477.70701,52.33333333,84.58329228,150,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,64,12738.8535,12738.8535,40,56,46.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,58.0,40.0,56.0,64,0,0,0,0,0,0,2,80,2,112,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
80,117243713,57,68,2156,115056,403,0,37.8245614,111.6902801,4218,0,1692.0,1085.467875,999.7295121,1.066155249,945513.8145,2886454.021,10000000,1,117000000,2093637.732,4034189.307,10000000,50,112000000,1667942.224,3742764.147,10000000,1,0,0,0,0,1832,2184,0.486166793,0.579988455,0,4218,930.2539683,1150.165455,1322880.575,0,0,0,1,0,0,0,0,1,937.696,37.8245614,1692.0,1832,0,0,0,0,0,0,57,2156,68,115056,29200,1106,6,32,138503.1818,382005.9262,1290294,22995,10000000.0,8768.441952,10000000,10000000
49156,48,2,0,4,0,2,2,2.0,0.0,0,0,0.0,0.0,83333.33333,41666.66667,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0,0,0,48,0,41666.66667,0.0,2,2,2.0,0.0,0.0,0,0,0,1,0,0,0,0,0,3.0,2.0,0.0,48,0,0,0,0,0,0,2,4,0,0,1024,-1,1,24,0.0,0.0,0,0,0.0,0.0,0,0
53,76572,2,2,76,240,38,38,38.0,0.0,120,120,120.0,0.0,4126.834874,52.23841613,25524.0,44205.40072,76568,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,64,64,26.11920807,26.11920807,38,120,70.8,44.91324972,2017.2,0,0,0,0,0,0,0,0,1,88.5,38.0,120.0,64,0,0,0,0,0,0,2,76,2,240,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
443,8113354,53,58,1456,112546,517,0,27.4716981132,102.8354929325,4344,0,1940.4482758621,975.6322137855,14051.1556626273,13.6811483882,73757.7636363636,572389.790550142,5865616,3,8113354,156026.038461538,828963.478577088,5865616,3,2155286,37812.0350877193,193927.464424751,1450691,48,0,0,0,0,1704,1864,6.5324402214,7.1487081668,0,4344,1017.875,1190.0326676188,1416177.75,0,0,0,1,0,0,0,0,1,1027.0450450451,27.4716981132,1940.4482758621,1704,0,0,0,0,0,0,53,1456,58,112546,29200,252,5,32,2247735.0,0.0,2247735,2247735,5865616.0,0.0,5865616,5865616
53,23993,2,2,86,196,43,43,43.0,0.0,98,98,98.0,0.0,11753.42808,166.715292,7997.666667,13841.1069,23980,4,9,9.0,0.0,9,9,4,4.0,0.0,4,4,0,0,0,0,40,40,83.35764598,83.35764598,43,98,65.0,30.12474066,907.5,0,0,0,0,0,0,0,0,1,81.25,43.0,98.0,40,0,0,0,0,0,0,2,86,2,196,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
443,3453507,5,1,135,46,46,6,27.0,20.1246118,46,46,46.0,0.0,52.41049171,1.737364366,690701.4,1411730.315,3211639,3,3453507,863376.75,1569545.892,3211639,3,0,0.0,0.0,0,0,1,0,0,0,100,20,1.447803638,0.289560728,6,46,32.42857143,18.86670032,355.952381,0,1,0,0,1,0,0,0,0,37.83333333,27.0,46.0,100,0,0,0,0,0,0,5,135,1,46,256,360,4,20,0.0,0.0,0,0,0.0,0.0,0,0
53,191,2,2,60,182,30,30,30.0,0.0,91,91,91.0,0.0,1267015.707,20942.40838,63.66666667,107.6769861,188,1,1,1.0,0.0,1,1,2,2.0,0.0,2,2,0,0,0,0,80,80,10471.20419,10471.20419,30,91,54.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,68.0,30.0,91.0,80,0,0,0,0,0,0,2,60,2,182,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0
53,30469,1,1,50,66,50,50,50.0,0.0,66,66,66.0,0.0,3807.148249,65.64048705,30469.0,0.0,30469,30469,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,32.82024353,32.82024353,50,66,55.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,83.0,50.0,66.0,32,0,0,0,0,0,0,1,50,1,66,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
443,116152991,24,24,1424,16997,517,0,59.33333333,138.9503091,4380,0,708.2083333,1124.139167,158.5925583,0.413248076,2471340.234,4262802.877,9998570,1,116000000,5050130.043,4960076.883,10000000,16,111000000,4822165.478,5089646.589,10000000,48,0,0,0,0,492,624,0.206624038,0.206624038,0,4380,375.9387755,850.3142656,723034.3503,0,0,0,1,0,0,0,0,1,383.7708333,59.33333333,708.2083333,492,0,0,0,0,0,0,24,1424,24,16997,8192,1013,23,20,96680.91667,254607.7554,905169,23028,9582733.667,1375941.724,9998570,5217190
53,61506,1,1,45,356,45,45,45.0,0.0,356,356,356.0,0.0,6519.6891360193,32.5171527981,61506.0,0.0,61506,61506,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,16.2585763991,16.2585763991,45,356,148.6666666667,179.555933718,32240.3333333333,0,0,0,0,0,0,0,0,1,223.0,45.0,356.0,20,0,0,0,0,0,0,1,45,1,356,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
443,118591635,18,18,1629,5207,517,0,90.5,140.0929313,1460,0,289.2777778,491.9484437,57.64318875,0.303562726,3388332.429,13700000.0,58300000,1,119000000,6975978.529,19200000.0,58300000,161,118000000,6962200.235,19300000.0,58300000,1,0,0,0,0,372,372,0.151781363,0.151781363,0,1460,184.7567568,366.6122994,134404.5781,0,0,0,1,0,0,0,0,1,189.8888889,90.5,289.2777778,372,0,0,0,0,0,0,18,1629,18,5207,8192,74,17,20,1108800.0,1244423.082,1988740,228860,58100000.0,283541.334,58300000,57900000
53,935,1,1,44,60,44,44,44.0,0.0,60,60,60.0,0.0,111229.9465,2139.037433,935.0,0.0,935,935,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,1069.518717,1069.518717,44,60,49.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,74.0,44.0,60.0,20,0,0,0,0,0,0,1,44,1,60,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
80,15026,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,798.6157327299,133.1026221217,15026.0,0.0,15026,15026,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,66.5513110608,66.5513110608,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,262,30,0,20,0.0,0.0,0,0,0.0,0.0,0,0
33266,66,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,30303.0303,66.0,0.0,66,66,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,15151.51515,15151.51515,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,905,229,0,32,0.0,0.0,0,0,0.0,0.0,0,0
53,228726,2,2,58,150,29,29,29.0,0.0,75,75,75.0,0.0,909.3850283746,17.4881736226,76242.0,132051.553572838,228722,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,40,64,8.7440868113,8.7440868113,29,75,47.4,25.1952376452,634.8,0,0,0,0,0,0,0,0,1,59.25,29.0,75.0,40,0,0,0,0,0,0,2,58,2,150,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
53,48609,2,2,76,190,38,38,38.0,0.0,95,95,95.0,0.0,5472.237651,82.28928799,16203.0,28060.9552,48605,0,0,0.0,0.0,0,0,4,4.0,0.0,4,4,0,0,0,0,64,64,41.144644,41.144644,38,95,60.8,31.22018578,974.7,0,0,0,0,0,0,0,0,1,76.0,38.0,95.0,64,0,0,0,0,0,0,2,76,2,190,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
443,5938065,7,4,635,168,517,0,90.7142857143,190.7072051477,168,0,42.0,84.0,135.2292371336,1.8524553032,593806.5,1809365.56023886,5742610,4,5938065,989677.5,2372112.96479875,5831510,4,146757,48919.0,48609.6167131567,97467,248,0,0,0,0,232,136,1.1788351929,0.6736201103,0,517,66.9166666667,150.8487854131,22755.3560606061,0,0,0,1,0,0,0,0,0,73.0,90.7142857143,42.0,232,0,0,0,0,0,0,7,635,4,168,29200,170,3,32,195451.0,0.0,195451,195451,5742610.0,0.0,5742610,5742610
443,5074071,8,4,366,3710,209,0,45.75,79.07817109,3452,0,927.5,1687.388811,803.2997567,2.364964936,461279.1818,1485568.484,4940171,3,5074071,724867.2857,1858953.27,4940171,3,58627,19542.33333,14675.88751,32389,3548,0,0,0,0,172,92,1.576643291,0.788321645,0,3452,313.5384615,947.162571,897116.9359,0,0,0,1,0,0,0,0,0,339.6666667,45.75,927.5,172,0,0,0,0,0,0,8,366,4,3710,8192,119,3,20,0.0,0.0,0,0,0.0,0.0,0,0
53,192504,1,1,46,46,46,46,46.0,0.0,46,46,46.0,0.0,477.9121473,10.38939451,192504.0,0.0,192504,192504,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,40,5.194697253,5.194697253,46,46,46.0,0.0,0.0,0,0,0,0,0,0,0,0,1,69.0,46.0,46.0,32,0,0,0,0,0,0,1,46,1,46,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
53,268,2,2,92,248,46,46,46.0,0.0,124,124,124.0,0.0,1268656.716,14925.37313,89.33333333,149.5370634,262,2,2,2.0,0.0,2,2,4,4.0,0.0,4,4,0,0,0,0,64,64,7462.686567,7462.686567,46,124,77.2,42.72235949,1825.2,0,0,0,0,0,0,0,0,1,96.5,46.0,124.0,64,0,0,0,0,0,0,2,92,2,248,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
48080,49,2,0,4,0,2,2,2.0,0.0,0,0,0.0,0.0,81632.65306,40816.32653,49.0,0.0,49,49,49,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0,0,0,48,0,40816.32653,0.0,2,2,2.0,0.0,0.0,0,0,0,1,0,0,0,0,0,3.0,2.0,0.0,48,0,0,0,0,0,0,2,4,0,0,1024,-1,1,24,0.0,0.0,0,0,0.0,0.0,0,0
53,229,2,2,92,348,46,46,46.0,0.0,174,174,174.0,0.0,1921397.38,17467.24891,76.33333333,90.63295942,178,4,47,47.0,0.0,47,47,4,4.0,0.0,4,4,0,0,0,0,64,64,8733.624454,8733.624454,46,174,97.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,121.5,46.0,174.0,64,0,0,0,0,0,0,2,92,2,348,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
49443,384,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,5208.333333,384.0,0.0,384,384,384,384.0,0.0,384,384,0,0.0,0.0,0,0,0,0,0,0,64,0,5208.333333,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,5148,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
53,60825,1,1,52,223,52,52,52.0,0.0,223,223,223.0,0.0,4521.167283,32.88121661,60825.0,0.0,60825,60825,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,16.4406083,16.4406083,52,223,109.0,98.72689603,9747.0,0,0,0,0,0,0,0,0,1,163.5,52.0,223.0,32,0,0,0,0,0,0,1,52,1,223,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
53,275723,1,1,45,91,45,45,45.0,0.0,91,91,91.0,0.0,493.248659,7.25365675,275723.0,0.0,275723,275723,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,3.626828375,3.626828375,45,91,60.33333333,26.55811238,705.3333333,0,0,0,0,0,0,0,0,1,90.5,45.0,91.0,20,0,0,0,0,0,0,1,45,1,91,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
53,41149,2,2,66,180,33,33,33.0,0.0,90,90,90.0,0.0,5978.274077,97.20770857,13716.33333,23549.64716,40909,49,49,49.0,0.0,49,49,191,191.0,0.0,191,191,0,0,0,0,40,40,48.60385429,48.60385429,33,90,55.8,31.22018578,974.7,0,0,0,0,0,0,0,0,1,69.75,33.0,90.0,40,0,0,0,0,0,0,2,66,2,180,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
59172,54,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,37037.03704,54.0,0.0,54,54,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,18518.51852,18518.51852,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,357,332,0,32,0.0,0.0,0,0,0.0,0.0,0,0
80,115160485,16,14,441,1773,430,0,27.5625,107.3175778,1773,0,126.6428571,473.8541819,19.22534453,0.260506023,3971051.207,4880165.714,10000000,127,115000000,7677365.667,4182279.387,10000000,218,110000000,8487057.231,3761241.526,10000000,916,0,0,0,0,332,424,0.138936546,0.121569478,0,1773,71.41935484,325.0803772,105677.2516,0,0,0,1,0,0,0,0,0,73.8,27.5625,126.6428571,332,0,0,0,0,0,0,16,441,14,1773,8192,946,12,20,25370.54545,7373.011235,47587,22937,10000000.0,3716.586579,10000000,9999438
53527,197,3,1,83,6,46,6,27.66666667,20.20725942,6,6,6.0,0.0,451776.6497,20304.56853,65.66666667,86.22258018,164,3,197,98.5,135.0573952,194,3,0,0.0,0.0,0,0,1,0,0,0,60,20,15228.4264,5076.142132,6,46,27.0,20.1246118,405.0,0,1,0,0,1,0,0,0,0,33.75,27.66666667,6.0,60,0,0,0,0,0,0,3,83,1,6,137,0,2,20,0.0,0.0,0,0,0.0,0.0,0,0
53,71699,2,2,70,286,35,35,35.0,0.0,143,143,143.0,0.0,4965.201746,55.78878367,23899.66667,41350.41003,71647,3,49,49.0,0.0,49,49,3,3.0,0.0,3,3,0,0,0,0,64,64,27.89439183,27.89439183,35,143,78.2,59.15403621,3499.2,0,0,0,0,0,0,0,0,1,97.75,35.0,143.0,64,0,0,0,0,0,0,2,70,2,286,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
443,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,6,6,6.0,0.0,0.0,1,0,0,0,0,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,0,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
50498,195,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,10256.41026,195.0,0.0,195,195,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,5128.205128,5128.205128,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,989,33304,0,32,0.0,0.0,0,0,0.0,0.0,0,0
58030,576346,5,2,11607,26,11595,0,2321.4,5184.100867,20,6,13.0,9.899494937,20184.05611,12.14548205,96057.66667,234970.9501,575690,6,576346,144086.5,287735.7657,575690,6,64,64.0,0.0,64,64,0,0,0,0,124,40,8.675344324,3.47013773,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,0,1661.857143,2321.4,13.0,124,0,0,0,0,0,0,5,11607,2,26,8192,256,3,20,0.0,0.0,0,0,0.0,0.0,0,0
53,141,2,2,90,122,45,45,45.0,0.0,61,61,61.0,0.0,1503546.099,28368.79433,47.0,75.34586916,134,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,64,14184.39716,14184.39716,45,61,51.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,64.25,45.0,61.0,64,0,0,0,0,0,0,2,90,2,122,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
53,60695,4,2,164,240,41,41,41.0,0.0,120,120,120.0,0.0,6656.23198,98.85493039,12139.0,16791.73913,33763,4,33771,11257.0,19490.76774,33763,4,4,4.0,0.0,4,4,0,0,0,0,128,64,65.90328693,32.95164346,41,120,63.57142857,38.54805288,1485.952381,0,0,0,0,0,0,0,0,0,74.16666667,41.0,120.0,128,0,0,0,0,0,0,4,164,2,240,-1,-1,3,32,0.0,0.0,0,0,0.0,0.0,0,0
53,90377,2,2,102,438,51,51,51.0,0.0,219,219,219.0,0.0,5974.971508,44.25904821,30125.66667,52173.98913,90371,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,22.1295241,22.1295241,51,219,118.2,92.01738966,8467.2,0,0,0,0,0,0,0,0,1,147.75,51.0,219.0,64,0,0,0,0,0,0,2,102,2,438,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
443,17106724,7,11,1707,6675,1093,0,243.8571428571,399.9943451981,1460,0,606.8181818182,682.9195879724,489.9827693485,1.0522178297,1006277.88235294,4089119.11506192,16874007,48,232717,38786.1666666667,53133.1864183456,143266,92,17078392,1707839.2,5329003.4474933,16874123,48,0,0,0,0,152,232,0.4091958226,0.643022007,0,1460,441.1578947368,595.9471698395,355153.029239766,0,0,0,1,0,0,0,0,1,465.6666666667,243.8571428571,606.8181818182,152,0,0,0,0,0,0,7,1707,11,6675,8192,5120,6,20,0.0,0.0,0,0,0.0,0.0,0,0
53,30642,1,1,51,67,51,51,51.0,0.0,67,67,67.0,0.0,3850.9235689576,65.2698909993,30642.0,0.0,30642,30642,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,32.6349454996,32.6349454996,51,67,56.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,84.5,51.0,67.0,32,0,0,0,0,0,0,1,51,1,67,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
56285,57,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,35087.7192982456,57.0,0.0,57,57,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,17543.8596491228,17543.8596491228,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,122,33304,0,32,0.0,0.0,0,0,0.0,0.0,0,0
443,4944976,5,1,135,46,46,6,27.0,20.1246118,46,46,46.0,0.0,36.60280657,1.213352704,988995.2,2129676.245,4798225,4,4944976,1236244.0,2375321.429,4798225,4,0,0.0,0.0,0,0,1,0,0,0,100,20,1.011127253,0.202225451,6,46,32.42857143,18.86670032,355.952381,0,1,0,0,1,0,0,0,0,37.83333333,27.0,46.0,100,0,0,0,0,0,0,5,135,1,46,252,136,4,20,0.0,0.0,0,0,0.0,0.0,0,0
443,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,65535,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
443,5638380,8,5,374,3603,193,0,46.75,72.45244746,1911,0,720.6,889.0139481,705.3444429,2.305626794,469865.0,1481374.873,5169953,3,5638380,805482.8571,1927043.19,5169953,3,188814,47203.5,53445.80268,98872,229,0,0,0,0,172,112,1.418847258,0.886779536,0,1911,284.0714286,600.139915,360167.9176,0,0,0,1,0,0,0,0,0,305.9230769,46.75,720.6,172,0,0,0,0,0,0,8,374,5,3603,8192,232,7,20,468424.0,0.0,468424,468424,5169953.0,0.0,5169953,5169953
53,60793,1,1,51,67,51,51,51.0,0.0,67,67,67.0,0.0,1941.012946,32.8985245,60793.0,0.0,60793,60793,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,16.44926225,16.44926225,51,67,56.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,84.5,51.0,67.0,20,0,0,0,0,0,0,1,51,1,67,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
80,266624,5,5,3209,822,2920,0,641.8,1279.029398,802,2,164.4,356.433444,15118.66899,37.50600096,29624.88889,43945.73871,90772,3,266624,66656.0,44141.31743,92044,540,179395,44848.75,51376.97869,90893,3,0,0,0,0,112,104,18.75300048,18.75300048,0,2920,366.4545455,881.4385246,776933.8727,0,0,0,1,0,0,0,0,1,403.1,641.8,164.4,112,0,0,0,0,0,0,5,3209,5,822,8192,24543,4,20,0.0,0.0,0,0,0.0,0.0,0,0
123,26353,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,3642.8490114978,75.8926877395,26353.0,0.0,26353,26353,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,37.9463438698,37.9463438698,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,20,0,0,0,0,0,0,1,48,1,48,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
56482,647,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3091.190108,647.0,0.0,647,647,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,1545.595054,1545.595054,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,227,229,0,32,0.0,0.0,0,0,0.0,0.0,0,0
53,60830,1,1,53,166,53,53,53.0,0.0,166,166,166.0,0.0,3600.1972710834,32.8785138912,60830.0,0.0,60830,60830,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,16.4392569456,16.4392569456,53,166,90.6666666667,65.2405804184,4256.3333333333,0,0,0,0,0,0,0,0,1,136.0,53.0,166.0,32,0,0,0,0,0,0,1,53,1,166,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
53,75540,2,2,76,128,38,38,38.0,0.0,64,64,64.0,0.0,2700.555997,52.95207837,25180.0,43600.91508,75526,4,10,10.0,0.0,10,10,4,4.0,0.0,4,4,0,0,0,0,64,64,26.47603918,26.47603918,38,64,48.4,14.2407865,202.8,0,0,0,0,0,0,0,0,1,60.5,38.0,64.0,64,0,0,0,0,0,0,2,76,2,128,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
443,255207,10,6,1328,1119,1077,0,132.8,335.2958229517,981,0,186.5,393.118684369,9588.2949919085,62.6942050963,17013.8,23103.4989162124,50920,49,255207,28356.3333333333,47128.5077819148,140202,49,196325,39265.0,22038.3088847579,51900,273,0,0,0,0,332,200,39.1838781852,23.5103269111,0,1077,143.9411764706,337.0227126227,113584.308823529,0,0,0,1,0,0,0,0,0,152.9375,132.8,186.5,332,0,0,0,0,0,0,10,1328,6,1119,65535,118,5,32,0.0,0.0,0,0,0.0,0.0,0,0
54411,130,3,1,31,0,31,0,10.33333333,17.89785834,0,0,0.0,0.0,238461.5385,30769.23077,43.33333333,36.74688195,67,1,63,31.5,43.13351365,62,1,0,0.0,0.0,0,0,0,0,0,0,60,20,23076.92308,7692.307692,0,31,6.2,13.86362146,192.2,0,0,0,0,1,0,0,0,0,7.75,10.33333333,0.0,60,0,0,0,0,0,0,3,31,1,0,1038,0,1,20,0.0,0.0,0,0,0.0,0.0,0,0
443,569,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3514.938489,569.0,0.0,569,569,569,569.0,0.0,569,569,0,0.0,0.0,0,0,0,0,0,0,40,0,3514.938489,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,255,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
53,151,2,2,66,166,33,33,33.0,0.0,83,83,83.0,0.0,1536423.841,26490.06623,50.33333333,84.58329228,148,1,1,1.0,0.0,1,1,2,2.0,0.0,2,2,0,0,0,0,80,80,13245.03311,13245.03311,33,83,53.0,27.38612788,750.0,0,0,0,0,0,0,0,0,1,66.25,33.0,83.0,80,0,0,0,0,0,0,2,66,2,166,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0
